PRVDR_CTGRY_SBTYP_CD,PRVDR_CTGRY_CD,CITY_NAME,ACPTBL_POC_SW,CMPLNC_STUS_CD,SSA_CNTY_CD,CROSS_REF_PROVIDER_NUMBER,CRTFCTN_DT,ELGBLTY_SW,FAC_NAME,INTRMDRY_CARR_CD,MDCD_VNDR_NUM,ORGNL_PRTCPTN_DT,CHOW_PRIOR_DT,INTRMDRY_CARR_PRIOR_CD,PRVDR_NUM,RGN_CD,SKLTN_REC_SW,STATE_CD,SSA_STATE_CD,STATE_RGN_CD,ST_ADR,PGM_TRMNTN_CD,TRMNTN_EXPRTN_DT,CRTFCTN_ACTN_TYPE_CD,GNRL_CNTL_TYPE_CD,ZIP_CD,FIPS_STATE_CD,FIPS_CNTY_CD,CBSA_URBN_RRL_IND,CBSA_CD,AFFILIATED_PROVIDER_NUMBER_1,AFFILIATED_PROVIDER_NUMBER_2,AFFILIATED_PROVIDER_NUMBER_3,AFFILIATED_PROVIDER_NUMBER_4,AFFILIATED_PROVIDER_NUMBER_5,AFFILIATED_PROVIDER_NUMBER_6,Geography,Civilian noninstitutionalized population,Insured Estimate,Insured %,Privately Insured Estimate,Privately Insured Percent,Public or subsidized Coveraged,"
Public coverage 
 Percent",No health insurance coverage Estimate,No health insurance coverage Percent,Summary Level,County,Place,Geography.1,Total Civilian Noninstitutionalized Population,Avg orMedian age in years,Total Households Estimate,Prop Family households,Prop Nonfamily households,Average household size,Average family size,Gps living with gcs under 18 years,Prop  Gps caring for gc over 18,Number of Veterans,Veterans as Prop of population,Unemployed veterans Prop of labour force,Hispani or Latino,Hispanicor Latino Prop,White,White Prop,Black Estimate,Black Prop,Native American/Alaskan,Native American or Alaskan Prop,Asian,Asian Prop,Native Hawaiian/Pacific Islander,Native Hawaiian or Pacific Islander Prop,"Other Race Only, Not Hispanic or Latino","Other Race Only, Not Hispanic/Latino Prop","Two or more races alone, Not Hispanic or Latino Estimate","Two or more races alone, Not Hispanic or Latino Prop",Prop Native Born,Prop Foreign born,Prop of Foreign Born who are Naturalized U.S. citizen,Pop 5 years +,Pop 5 years + foreign language at home,Pop 5 years + with poor English,Unnamed: 0,lons,lats,names,grade,addresses,ZIP2
1,22,SOUTH SAN FRANCISCO,N,NULL,510,NULL,20060725,N,TPMG SSF EMPLOYEE WELLNESS LAB,NULL,NULL,20060725,NULL,NULL,05D1056807,9,Y,CA,5,M2,1200 EL CAMINO REAL,0,20200724,NULL,4,94080,6,81,U,41884,05D1080194,NULL,NULL,NULL,NULL,NULL,SOUTH SAN FRANCISCO CITY,67378,62397,92.6,47888,71.1,21077,31.3,4981,7.4,160,81,73262,SOUTH SAN FRANCISCO CITY,67378,40.7,20939,75.3,24.7,3.18,3.67,N,N,2312,4.3,0,21045,31.2,11492,17,1436,2.1,23,0,30274,44.9,693,1,0,0,2467,3.7,58.5,41.5,73.4,63484,59.5,22.9,253,-122.4393133,37.6591974,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,a,"1200 EL CAMINO REAL
                SOUTH SAN FRANCISCO, CA 94080-3208",940803208
1,22,SANTA CLARA,N,NULL,530,NULL,20060316,N,KAISER FOUNDATION HOSP SANTA CLARA LABORATORY,NULL,NULL,20060316,NULL,NULL,05D1052034,9,Y,CA,5,LAB,700 LAWRENCE EXPRESSWAY,1,20070821,NULL,2,95051,6,85,U,41940,05D0606477,05D1041991,05D1014584,NULL,NULL,NULL,SANTA CLARA COUNTY,1928741,1849398,95.9,1488343,77.2,519176,26.9,79343,4.1,50,85,NULL,SANTA CLARA COUNTY,1928741,37.1,633811,71.8,28.2,3,3.47,54642,12.6,50651,3.4,5,496020,25.6,607855,31.4,47234,2.4,3797,0.2,702503,36.2,5388,0.3,5727,0.3,69629,3.6,60.5,39.5,53.5,1820441,53.5,20.3,217,-121.99833,37.3358952,KAISER FOUNDATION HOSPITAL - SANTA CLARA,a,"700 LAWRENCE EXPRESSWAY
                SANTA CLARA, CA 95051-5173",950515173
1,22,SANTA CLARA,N,NULL,530,NULL,20060316,N,KAISER FOUNDATION HOSP SANTA CLARA LABORATORY,NULL,NULL,20060316,NULL,NULL,05D1052034,9,Y,CA,5,LAB,700 LAWRENCE EXPRESSWAY,1,20070821,NULL,2,95051,6,85,U,41940,05D0606477,05D1041991,05D1014584,NULL,NULL,NULL,SANTA CLARA CITY,126820,124719,98.3,103301,81.5,31629,24.9,2101,1.7,160,85,69084,SANTA CLARA COUNTY,1928741,37.1,633811,71.8,28.2,3,3.47,54642,12.6,50651,3.4,5,496020,25.6,607855,31.4,47234,2.4,3797,0.2,702503,36.2,5388,0.3,5727,0.3,69629,3.6,60.5,39.5,53.5,1820441,53.5,20.3,217,-121.99833,37.3358952,KAISER FOUNDATION HOSPITAL - SANTA CLARA,a,"700 LAWRENCE EXPRESSWAY
                SANTA CLARA, CA 95051-5173",950515173
1,22,SANTA CLARA,N,NULL,530,NULL,20060316,N,KAISER FOUNDATION HOSP SANTA CLARA LABORATORY,NULL,NULL,20060316,NULL,NULL,05D1052034,9,Y,CA,5,LAB,700 LAWRENCE EXPRESSWAY,1,20070821,NULL,2,95051,6,85,U,41940,05D0606477,05D1041991,05D1014584,NULL,NULL,NULL,SANTA CLARA COUNTY,1928741,1849398,95.9,1488343,77.2,519176,26.9,79343,4.1,50,85,NULL,SANTA CLARA CITY,126820,34.3,43159,69.5,30.5,2.83,3.24,N,N,3121,3,14.9,20095,15.8,37576,29.6,5296,4.2,0,0,57246,45,209,0.2,120,0.1,6589,5.2,55.2,44.8,41.5,117789,54.2,13.9,217,-121.99833,37.3358952,KAISER FOUNDATION HOSPITAL - SANTA CLARA,a,"700 LAWRENCE EXPRESSWAY
                SANTA CLARA, CA 95051-5173",950515173
1,22,SANTA CLARA,N,NULL,530,NULL,20060316,N,KAISER FOUNDATION HOSP SANTA CLARA LABORATORY,NULL,NULL,20060316,NULL,NULL,05D1052034,9,Y,CA,5,LAB,700 LAWRENCE EXPRESSWAY,1,20070821,NULL,2,95051,6,85,U,41940,05D0606477,05D1041991,05D1014584,NULL,NULL,NULL,SANTA CLARA CITY,126820,124719,98.3,103301,81.5,31629,24.9,2101,1.7,160,85,69084,SANTA CLARA CITY,126820,34.3,43159,69.5,30.5,2.83,3.24,N,N,3121,3,14.9,20095,15.8,37576,29.6,5296,4.2,0,0,57246,45,209,0.2,120,0.1,6589,5.2,55.2,44.8,41.5,117789,54.2,13.9,217,-121.99833,37.3358952,KAISER FOUNDATION HOSPITAL - SANTA CLARA,a,"700 LAWRENCE EXPRESSWAY
                SANTA CLARA, CA 95051-5173",950515173
1,22,VALLEJO,N,NULL,580,NULL,20060314,N,"PERMANENTE MED GRP INC VALLEJO MOB,THE",NULL,NULL,20060314,NULL,NULL,05D1051886,9,Y,CA,5,M2,975 SERENO DRIVE,0,20200313,NULL,2,94589,6,95,U,46700,05D0685875,NULL,NULL,NULL,NULL,NULL,VALLEJO CITY,121457,114297,94.1,81274,66.9,48717,40.1,7160,5.9,160,95,81666,VALLEJO CITY,121457,36.5,41719,66.6,33.4,2.89,3.62,N,N,7544,8,3.5,34139,28,29394,24.1,23578,19.3,0,0,27958,22.9,1136,0.9,742,0.6,5139,4.2,74.5,25.5,61.5,114085,39.3,17.4,204,-122.2484432,38.12767,KAISER FOUNDATION HOSPITAL - VALLEJO,a,"975 SERENO DRIVE
                VALLEJO, CA 94589-2441",945892441
1,22,SANTA ROSA,N,NULL,590,NULL,20060724,N,"TPMG, INC SANTA ROSA MEDICAL OFFICES",NULL,NULL,20060724,NULL,NULL,05D1056754,9,Y,CA,5,M2,401 BICENTENNIAL WAY,0,20200723,NULL,2,95403,6,97,U,42220,05D0683953,NULL,NULL,NULL,NULL,NULL,SANTA ROSA CITY,173666,160637,92.5,119624,68.9,65140,37.5,13029,7.5,160,97,70098,SANTA ROSA CITY,173666,38.5,64155,61.2,38.8,2.68,3.39,N,N,8516,6.2,2.5,56953,32.5,93399,53.3,5359,3.1,1967,1.1,9162,5.2,1585,0.9,1559,0.9,5285,3,78.8,21.2,38.4,164871,31.5,14.5,231,-122.7270141,38.47212,KAISER FOUNDATION HOSPITAL - SANTA ROSA,a,"401 BICENTENNIAL WAY
                SANTA ROSA, CA 95403-2149",954032149
1,22,MODESTO,N,NULL,600,NULL,20060925,N,TPMG MODESTO PPMP LABORATORY,NULL,NULL,20060925,NULL,NULL,05D1059206,9,Y,CA,5,M2,4601 DALE ROAD,0,20200924,NULL,4,95356,6,99,U,33700,NULL,NULL,NULL,NULL,NULL,NULL,MODESTO CITY,212667,202000,95,121558,57.2,104434,49.1,10667,5,160,99,48354,MODESTO CITY,212667,35.8,72621,70.6,29.4,2.91,3.52,4825,31.8,7768,4.8,2,84494,39.4,95067,44.4,10297,4.8,760,0.4,14313,6.7,3159,1.5,51,0,6079,2.8,79.6,20.4,51.4,201024,39.1,15.8,167,-121.0524993,37.7065812,KAISER FOUNDATION HOSPITAL - MODESTO,b,"4601 DALE ROAD
                MODESTO, CA 95356-9718",953569718
1,22,LAGUNA BEACH,N,A,400,NULL,20140520,Y,NEWPORT HARBOR PATHOLOGY MEDICAL GROUP,NULL,NULL,20060615,NULL,NULL,05D1055384,9,N,CA,5,M1,31872 COAST HWY,0,20200807,5,4,92651,6,59,U,11244,05D0061551,05D0579701,05D0903813,05D1063918,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,57,-117.740473,33.5005741,MISSION HOSPITAL LAGUNA BEACH,b,"31872 COAST HWY
                LAGUNA BEACH, CA 92651",92651
1,22,RANCHO MIRAGE,N,NULL,430,NULL,20060630,N,WILLIAM R PAGE MD,NULL,NULL,20060630,NULL,NULL,05D1055990,9,Y,CA,5,M1,39000 BOB HOPE DRIVE,8,20120629,NULL,4,92270,6,65,U,40140,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,-116.40063,33.7629019,EISENHOWER MEDICAL CENTER,a,"39000 BOB HOPE DRIVE
                RANCHO MIRAGE, CA 92270-3221",922703221
1,22,SAN RAFAEL,N,NULL,310,NULL,20060721,N,"TPMG, INC SAN RAFAEL MEDICAL OFFICES",NULL,NULL,20060721,NULL,NULL,05D1056697,9,Y,CA,5,M2,99 MONTECILLO ROAD,0,20200720,NULL,4,94903,6,41,U,42034,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,245,-122.5552607,38.0045709,KAISER FOUNDATION HOSPITAL - SAN RAFAEL,a,"99 MONTECILLO ROAD
                SAN RAFAEL, CA 94903-3308",949033308
1,22,IRVINE,N,NULL,400,NULL,20070719,N,SOUTHERN CALIFORNIA PERMANENTE MED GRP,NULL,NULL,20070719,NULL,NULL,05D1071199,9,Y,CA,5,M1,6650 ALTON PARKWAY,0,20200509,NULL,4,92618,6,59,U,11244,NULL,NULL,NULL,NULL,NULL,NULL,IRVINE CITY,277245,264579,95.4,222699,80.3,58082,20.9,12666,4.6,160,59,36770,IRVINE CITY,277245,34.1,97161,67.9,32.1,2.78,3.24,N,N,4958,2.3,0,29443,10.6,114664,41.3,5048,1.8,456,0.2,114317,41.2,838,0.3,152,0.1,12518,4.5,60,40,51.8,261958,51.3,17,54,-117.7743829,33.6578508,"KAISER FOUNDATION HOSPITAL, ORANGE COUNTY-IRVINE",a,"6650 ALTON PARKWAY
                IRVINE, CA 92618",92618
1,22,REDWOOD CITY,N,NULL,510,NULL,20071010,N,DIABETES CENTER,NULL,NULL,20071010,NULL,NULL,05D1074938,9,Y,CA,5,M2,170 ALAMEDA DE LAS PULGAS,8,20111009,NULL,2,94062,6,81,U,41884,NULL,NULL,NULL,NULL,NULL,NULL,REDWOOD CITY CITY,85441,80985,94.8,66730,78.1,21993,25.7,4456,5.2,160,81,60102,REDWOOD CITY CITY,85441,38.4,32344,64.6,35.4,2.62,3.13,N,N,3066,4.3,1,26359,30.4,41183,47.5,2201,2.5,13,0,12529,14.5,334,0.4,630,0.7,3434,4,64.8,35.2,50.7,81263,45.4,18.1,235,-122.2547914,37.4797381,SEQUOIA HOSPITAL,a,"170 ALAMEDA DE LAS PULGAS
                REDWOOD CITY, CA 94062-2799",940622799
1,22,RANCHO MIRAGE,N,NULL,430,NULL,20070502,N,"BETTY FORD CENTER, THE",NULL,NULL,20070502,NULL,NULL,05D1068073,9,Y,CA,5,M1,39000 BOB HOPE DRIVE,0,20190501,NULL,3,92270,6,65,U,40140,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,-116.40063,33.7629019,EISENHOWER MEDICAL CENTER,a,"39000 BOB HOPE DRIVE
                RANCHO MIRAGE, CA 92270-3221",922703221
1,22,MARYSVILLE,N,NULL,680,NULL,20071116,N,RIDEOUT MEMORIAL HOSPITAL RESPIRATORY,NULL,NULL,20071116,NULL,NULL,05D1076598,9,Y,CA,5,M1,726 4TH STREET,0,20200828,NULL,3,95901,6,115,U,49700,05D1076597,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,158,-121.5940156,39.1381926,RIDEOUT MEMORIAL HOSPITAL,d,"726 4TH STREET
                MARYSVILLE, CA 95901-5600",959015600
1,22,BURLINGAME,N,NULL,510,NULL,20080221,N,PALO ALTO MEDICAL FOUNDATION-,NULL,NULL,20080221,NULL,NULL,05D1080393,9,Y,CA,5,M2,1501 TROUSDALE DRIVE,0,20200607,NULL,2,94010,6,81,U,41884,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,250,-122.3833423,37.5921025,MILLS-PENINSULA HEALTH SERVICES,c,"1501 TROUSDALE DRIVE
                BURLINGAME, CA 94010-4506",940104506
1,22,VACAVILLE,N,NULL,580,NULL,20080703,N,KFH-VACAVILLE POCT LABORATORY,NULL,NULL,20080703,NULL,NULL,05D1086108,9,Y,CA,5,M2,1 QUALITY DRIVE,0,20200721,NULL,2,95688,6,95,U,46700,05D0686152,05D0920298,05D1103032,NULL,NULL,NULL,VACAVILLE CITY,91886,87538,95.3,69989,76.2,31699,34.5,4348,4.7,160,95,81554,VACAVILLE CITY,91886,39.7,34017,68.6,31.4,2.74,3.21,N,N,9081,11.5,6.7,28956,28.9,48935,48.9,9564,9.6,87,0.1,6005,6,646,0.6,93,0.1,5737,5.7,87.1,12.9,47.4,94974,21.1,8.2,180,-121.9380985,38.3885135,KAISER FOUNDATION HOSPITAL - VACAVILLE,a,"1 QUALITY DRIVE
                VACAVILLE, CA 95688-9494",956889494
1,22,MODESTO,N,NULL,600,NULL,20080902,N,KFH MODESTO PPMP LABORATORY,NULL,NULL,20080902,NULL,NULL,05D1088719,9,Y,CA,5,M2,4601 DALE ROAD,0,20200901,NULL,4,95356,6,99,U,33700,NULL,NULL,NULL,NULL,NULL,NULL,MODESTO CITY,212667,202000,95,121558,57.2,104434,49.1,10667,5,160,99,48354,MODESTO CITY,212667,35.8,72621,70.6,29.4,2.91,3.52,4825,31.8,7768,4.8,2,84494,39.4,95067,44.4,10297,4.8,760,0.4,14313,6.7,3159,1.5,51,0,6079,2.8,79.6,20.4,51.4,201024,39.1,15.8,167,-121.0524993,37.7065812,KAISER FOUNDATION HOSPITAL - MODESTO,b,"4601 DALE ROAD
                MODESTO, CA 95356-9718",953569718
1,22,LOS ALAMITOS,N,A,400,NULL,20120801,Y,AZAR DANESHBOD MD INC,NULL,NULL,20080514,NULL,NULL,05D1083993,9,N,CA,5,M1,3751 KATELLA AVE,0,20181211,2,4,90720,6,59,U,11244,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,-118.0671158,33.8043758,LOS ALAMITOS MEDICAL CENTER,c,"3751 KATELLA AVENUE
                LOS ALAMITOS, CA 90720-3164",907203164
1,22,PANORAMA CITY,N,NULL,200,NULL,20080827,N,KAISER FOUNDATION HOSPITAL PANORAMA CITY,NULL,NULL,20080827,NULL,NULL,05D1088538,9,Y,CA,5,M1,13652 CANTARA STREET,0,20200826,NULL,2,91402,6,37,U,31084,05D1050040,05D1052249,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,105,-118.4300562,34.2187902,KAISER PERMANENTE PANORAMA CITY MEDICAL CENTER,a,"13652 CANTARA STREET
                PANORAMA CITY, CA 91402-5497",914025497
1,22,SAN DIEGO,N,NULL,470,NULL,20090325,N,EMERGENCY SERVICES MEDICAL CORPORATION,NULL,NULL,20090325,NULL,NULL,05D1097390,9,Y,CA,5,M1,7901 FROST STREET,8,20110324,NULL,2,92123,6,73,U,41740,NULL,NULL,NULL,NULL,NULL,NULL,SAN DIEGO COUNTY,3239196,2989604,92.3,2212713,68.3,1092039,33.7,249592,7.7,50,73,NULL,SAN DIEGO COUNTY,3239196,35.8,1126419,67.3,32.7,2.88,3.44,86136,26.4,210695,8.3,4.5,1129970,33.9,1512229,45.3,153740,4.6,12699,0.4,394340,11.8,12808,0.4,8019,0.2,113880,3.4,76.7,23.3,55,3125554,38,13.3,34,-117.1542381,32.7994945,SHARP MEMORIAL HOSPITAL,a,"7901 FROST STREET
                SAN DIEGO, CA 92123-2701",921232701
1,22,SAN DIEGO,N,NULL,470,NULL,20090325,N,EMERGENCY SERVICES MEDICAL CORPORATION,NULL,NULL,20090325,NULL,NULL,05D1097390,9,Y,CA,5,M1,7901 FROST STREET,8,20110324,NULL,2,92123,6,73,U,41740,NULL,NULL,NULL,NULL,NULL,NULL,SAN DIEGO CITY,1383566,1276584,92.3,958627,69.3,438662,31.7,106982,7.7,160,73,66000,SAN DIEGO COUNTY,3239196,35.8,1126419,67.3,32.7,2.88,3.44,86136,26.4,210695,8.3,4.5,1129970,33.9,1512229,45.3,153740,4.6,12699,0.4,394340,11.8,12808,0.4,8019,0.2,113880,3.4,76.7,23.3,55,3125554,38,13.3,34,-117.1542381,32.7994945,SHARP MEMORIAL HOSPITAL,a,"7901 FROST STREET
                SAN DIEGO, CA 92123-2701",921232701
1,22,SAN DIEGO,N,NULL,470,NULL,20090325,N,EMERGENCY SERVICES MEDICAL CORPORATION,NULL,NULL,20090325,NULL,NULL,05D1097390,9,Y,CA,5,M1,7901 FROST STREET,8,20110324,NULL,2,92123,6,73,U,41740,NULL,NULL,NULL,NULL,NULL,NULL,SAN DIEGO COUNTY,3239196,2989604,92.3,2212713,68.3,1092039,33.7,249592,7.7,50,73,NULL,SAN DIEGO CITY,1383566,34.5,504208,60.2,39.8,2.74,3.4,31480,28.3,82562,7.5,5.7,429174,30.2,604167,42.6,82710,5.8,4009,0.3,237487,16.7,5949,0.4,5107,0.4,50885,3.6,74.1,25.9,55.4,1334830,40.6,14,34,-117.1542381,32.7994945,SHARP MEMORIAL HOSPITAL,a,"7901 FROST STREET
                SAN DIEGO, CA 92123-2701",921232701
1,22,SAN DIEGO,N,NULL,470,NULL,20090325,N,EMERGENCY SERVICES MEDICAL CORPORATION,NULL,NULL,20090325,NULL,NULL,05D1097390,9,Y,CA,5,M1,7901 FROST STREET,8,20110324,NULL,2,92123,6,73,U,41740,NULL,NULL,NULL,NULL,NULL,NULL,SAN DIEGO CITY,1383566,1276584,92.3,958627,69.3,438662,31.7,106982,7.7,160,73,66000,SAN DIEGO CITY,1383566,34.5,504208,60.2,39.8,2.74,3.4,31480,28.3,82562,7.5,5.7,429174,30.2,604167,42.6,82710,5.8,4009,0.3,237487,16.7,5949,0.4,5107,0.4,50885,3.6,74.1,25.9,55.4,1334830,40.6,14,34,-117.1542381,32.7994945,SHARP MEMORIAL HOSPITAL,a,"7901 FROST STREET
                SAN DIEGO, CA 92123-2701",921232701
1,22,VACAVILLE,N,NULL,580,NULL,20090731,N,"PERMANENTE MEDICAL GROUP, INC. VACAVILLE MOB, THE",NULL,NULL,20090731,NULL,NULL,05D1103032,9,Y,CA,5,M2,1 QUALITY DRIVE,0,20190730,NULL,2,95688,6,95,U,46700,05D0684661,05D0686152,05D0920298,05D1086108,NULL,NULL,VACAVILLE CITY,91886,87538,95.3,69989,76.2,31699,34.5,4348,4.7,160,95,81554,VACAVILLE CITY,91886,39.7,34017,68.6,31.4,2.74,3.21,N,N,9081,11.5,6.7,28956,28.9,48935,48.9,9564,9.6,87,0.1,6005,6,646,0.6,93,0.1,5737,5.7,87.1,12.9,47.4,94974,21.1,8.2,180,-121.9380985,38.3885135,KAISER FOUNDATION HOSPITAL - VACAVILLE,a,"1 QUALITY DRIVE
                VACAVILLE, CA 95688-9494",956889494
1,22,VACAVILLE,N,A,580,NULL,20180403,Y,TPMG-VACAVILLE MOHS LABORATORY,NULL,NULL,20090804,NULL,NULL,05D1103181,9,N,CA,5,M2,1 QUALITY DR,0,20200407,2,4,95688,6,95,U,46700,NULL,NULL,NULL,NULL,NULL,NULL,VACAVILLE CITY,91886,87538,95.3,69989,76.2,31699,34.5,4348,4.7,160,95,81554,VACAVILLE CITY,91886,39.7,34017,68.6,31.4,2.74,3.21,N,N,9081,11.5,6.7,28956,28.9,48935,48.9,9564,9.6,87,0.1,6005,6,646,0.6,93,0.1,5737,5.7,87.1,12.9,47.4,94974,21.1,8.2,180,-121.9380985,38.3885135,KAISER FOUNDATION HOSPITAL - VACAVILLE,a,"1 QUALITY DRIVE
                VACAVILLE, CA 95688-9494",956889494
1,22,HAYWARD,N,A,0,NULL,20110928,Y,PRECISION PATHOLOGY HAYWARD,NULL,NULL,20101117,NULL,NULL,05D2016390,9,N,CA,5,M2,27200 CALAROGA AVENUE,1,20130201,1,4,94545,6,1,U,36084,05D0597301,05D0699959,NULL,NULL,NULL,NULL,HAYWARD CITY,159560,151009,94.6,103141,64.6,57870,36.3,8551,5.4,160,1,33000,HAYWARD CITY,159560,34.9,46860,73.9,26.1,3.35,3.85,7637,19.3,4430,3.6,1.9,65718,40.9,25960,16.2,13893,8.7,350,0.2,42519,26.5,2740,1.7,267,0.2,9038,5.6,61.8,38.2,55.6,150864,59.2,20.9,211,-122.087952,37.6337041,ST. ROSE HOSPITAL,c,"27200 CALAROGA AVENUE
                HAYWARD, CA 94545-4383",945454383
1,22,IRVINE,N,B,400,NULL,20110302,Y,HOAG HOSPITAL IRVINE,NULL,NULL,20100716,NULL,NULL,05D2009903,9,N,CA,5,M1,16200 SAND CANYON AVE,0,20190806,1,3,92618,6,59,U,11244,05D0578635,05D1020057,05D2005975,05D2009174,NULL,NULL,IRVINE CITY,277245,264579,95.4,222699,80.3,58082,20.9,12666,4.6,160,59,36770,IRVINE CITY,277245,34.1,97161,67.9,32.1,2.78,3.24,N,N,4958,2.3,0,29443,10.6,114664,41.3,5048,1.8,456,0.2,114317,41.2,838,0.3,152,0.1,12518,4.5,60,40,51.8,261958,51.3,17,53,-117.7722362,33.6608946,HOAG HOSPITAL IRVINE,a,"16200 SAND CANYON AVENUE
                IRVINE, CA 92618",92618
1,22,MORENO VALLEY,N,NULL,430,NULL,20100218,N,RIVERSIDE UNIVERSITY HEALTH SYSTEM,NULL,NULL,20100218,NULL,NULL,05D2003808,9,Y,CA,5,M1,26520 CACTUS AVE,0,20200217,NULL,6,92555,6,65,U,40140,NULL,NULL,NULL,NULL,NULL,NULL,MORENO VALLEY CITY,206570,187367,90.7,107527,52.1,91471,44.3,19203,9.3,160,65,49270,MORENO VALLEY CITY,206570,30.5,48908,83.8,16.2,4.22,4.56,N,N,6710,4.5,1.8,128912,62.2,27586,13.3,32932,15.9,998,0.5,12510,6,1180,0.6,224,0.1,2869,1.4,75.5,24.5,50,192423,51.3,19.1,11,-117.1960044,33.9121777,RIVERSIDE UNIVERSITY HEALTH SYSTEM - MEDICAL CENTER,c,"26520 CACTUS AVENUE
                MORENO VALLEY, CA 92555-3911",925553911
1,22,MARYSVILLE,N,NULL,680,NULL,20100209,N,SWEET SUCCESS DIABETIES EDUCATION,NULL,NULL,20100209,NULL,NULL,05D2003411,9,Y,CA,5,M1,726 4TH ST,0,20200208,NULL,2,95901,6,115,U,49700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,158,-121.5940156,39.1381926,RIDEOUT MEMORIAL HOSPITAL,d,"726 4TH STREET
                MARYSVILLE, CA 95901-5600",959015600
